AgencyName,RdwyNumber,Street,StreetDir,RoadwayName,StreetSfx,OWNER,ROAD_CLASSIFICATION,COUNCIL_DISTRICT,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,DAY_OF_WEEK,CollisionDate,CollisionTime,HOUR_OF_DAY,UnitsInvolved,MotorVehiclesInvolved,MODE,AGE,GENDER,INJURY,FATALITY,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,IsSecondaryCollision
LOUISVILLE METRO POLICE DEPT,KY1931,,,MANSLICK,RD,STATE,MINOR ARTERIAL,0,,,,HOLLY PARK,,MELODY,WEDNESDAY,2020/09/02 13:21:00+00,921,9AM,1,1,MOTOR VEHICLE,33,FEMALE,TRUE,FALSE,CLOUDY,WET,TRUE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,TRUE
LOUISVILLE METRO POLICE DEPT,KY0155,,,TAYLORSVILLE,RD,STATE,MAJOR ARTERIAL,0,,,,,,,WEDNESDAY,2020/09/03 01:31:00+00,2131,9PM,2,1,PEDESTRIAN,33,MALE,FALSE,TRUE,CLOUDY,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,I 0064,I64 W,,,,,WEDNESDAY,2019/06/13 01:26:00+00,2126,9PM,1,1,MOTOR SCOOTER,51,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,7711,,FEGENBUSH,LN,STATE,MINOR ARTERIAL,0,,,,,,,SATURDAY,2019/08/10 23:46:00+00,1946,7PM,1,1,MOTOR VEHICLE,37,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2051,,,CAMP GROUND,RD,STATE,PRIMARY COLLECTOR,0,,,,SCHMITT,,RALPH,THURSDAY,2019/06/13 19:57:00+00,1557,3PM,3,3,MOTOR VEHICLE,59,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,CECIL,AVE,METRO,LOCAL,0,,HALE,,,,,SATURDAY,2019/09/28 10:30:00+00,630,6AM,2,2,MOTOR VEHICLE,32,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1931,,,7TH STREET,RD,STATE,MAJOR ARTERIAL,0,,,,,,,SUNDAY,2019/01/27 05:27:00+00,27,12AM,2,2,MOTOR VEHICLE,35,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1450,,,BLUE LICK,RD,STATE,MINOR ARTERIAL,0,,FOREMAN,,,,,SATURDAY,2019/08/11 02:01:00+00,2201,10PM,2,2,MOTOR VEHICLE,32,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,,,,,THURSDAY,2019/06/13 22:59:00+00,1859,6PM,1,1,MOTORCYCLE,19,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,COLLINS,CT,METRO,LOCAL,0,,GRANT,,,,,FRIDAY,2020/04/03 23:26:00+00,1926,7PM,2,2,MOTOR VEHICLE,13,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1932,,,BRECKENRIDGE,LN,STATE,MINOR ARTERIAL,0,,,,,,,SATURDAY,2019/09/29 01:36:00+00,2136,9PM,2,2,MOTOR VEHICLE,34,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060A,601,,EASTERN,PKWY,STATE,MAJOR ARTERIAL,0,,BRADLEY,,,,,SATURDAY,2019/08/11 02:31:00+00,2231,10PM,1,1,MOTOR VEHICLE,57,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0146,,,NEW LA GRANGE,RD,PRIVATE,PARKING LOT,0,,,KY2050,LYNDON,,GRANT,SUNDAY,2019/01/28 01:23:00+00,2023,8PM,1,1,MOTOR VEHICLE,66,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,KY0907,VALLEY STATION,,,,,FRIDAY,2019/06/14 09:07:00+00,507,5AM,1,1,MOTOR VEHICLE,35,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1450,,,BLUE LICK,RD,STATE,MINOR ARTERIAL,0,,HILLPARK,,,,,SATURDAY,2019/08/11 03:48:00+00,2348,11PM,2,1,BICYCLE,54,MALE,TRUE,FALSE,CLEAR,DRY,TRUE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,SATURDAY,2020/04/04 07:05:00+00,305,3AM,1,1,MOTOR VEHICLE,30,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NOT IN GORE ,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,I 0264,US31E S,FALSE
LOUISVILLE METRO POLICE DEPT,I 0265,,,I-265,,FEDERAL,INTERSTATE,0,,,I 0064,I64 E EXIT19A RAMP TO I265 S,I 0265,I265 W EXIT23 OFF RAMP TO KY155,SATURDAY,2020/02/02 04:27:00+00,2327,11PM,2,2,MOTOR VEHICLE,33,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1447,9700,,WESTPORT,RD,STATE,MINOR ARTERIAL,0,,,,,,,SUNDAY,2019/09/29 04:47:00+00,47,12AM,2,1,PEDESTRIAN,56,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,2300,,PEE WEE REESE,RD,METRO,PRIMARY COLLECTOR,0,,,,TREVILIAN,,SENECA PARK,SUNDAY,2019/08/11 19:56:00+00,1556,3PM,2,2,MOTOR VEHICLE,45,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,7219,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,SATURDAY,2020/04/05 03:27:00+00,2327,11PM,1,1,MOTOR VEHICLE,39,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0155,,,TAYLORSVILLE LAKE,RD,STATE,PRIMARY COLLECTOR,0,KY1531,ROUTT,,,,,MONDAY,2019/01/28 12:36:00+00,736,7AM,6,6,MOTOR VEHICLE,38,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAWN,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,KY0907,VALLEY STATION,,,,,FRIDAY,2019/06/14 09:07:00+00,507,5AM,1,1,MOTOR VEHICLE,40,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,SMYRNA,PKWY,METRO,PRIMARY COLLECTOR,0,,,I 0265,I265 W EXIT14 ON RAMP FROM  COOPER CHAPEL RD,I 0265,I265 W EXIT14 OFF RAMP TO  COOPER CHAPEL RD,MONDAY,2019/01/28 23:18:00+00,1818,6PM,2,2,MOTOR VEHICLE,44,MALE,TRUE,FALSE,RAINING,WET,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LYNDON POLICE DEPARTMENT,,,,RUDY,LN,METRO,PRIMARY COLLECTOR,0,,AMBRIDGE,,,,,SUNDAY,2019/09/29 06:04:00+00,204,2AM,1,1,MOTOR VEHICLE,17,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,MAIN,ST,METRO,LOCAL,0,,26TH,,,,,TUESDAY,2020/02/04 06:22:00+00,122,1AM,2,2,MOTOR VEHICLE,62,MALE,TRUE,FALSE,RAINING,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,2300,,PEE WEE REESE,RD,METRO,PRIMARY COLLECTOR,0,,,,TREVILIAN,,SENECA PARK,SUNDAY,2019/08/11 19:56:00+00,1556,3PM,2,2,MOTOR VEHICLE,45,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,CHEROKEE,RD,METRO,PRIMARY COLLECTOR,0,,BONNYCASTLE,,,,,MONDAY,2020/04/07 02:11:00+00,2211,10PM,1,1,MOTOR VEHICLE,25,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,BLEVINS GAP,RD,METRO,PRIMARY COLLECTOR,0,,ORELL,,,,,FRIDAY,2019/06/14 16:38:00+00,1238,12PM,2,2,MOTOR SCOOTER,33,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,DIXIE GARDEN,,,,,SATURDAY,2019/06/15 18:11:00+00,1411,2PM,2,2,MOTORCYCLE,59,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,NON-COLLISION OBJECT COLLISION,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY3084,,,OLD HENRY,RD,STATE,MINOR ARTERIAL,0,I 0265,I265 N EXIT29 OFF RAMP TO KY3084,,,,,SUNDAY,2019/09/29 09:00:00+00,500,5AM,2,2,MOTOR VEHICLE,24,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,TUESDAY,2019/01/30 04:20:00+00,2320,11PM,2,2,MOTOR VEHICLE,76,MALE,FALSE,TRUE,SNOWING,SNOW/SLUSH,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,LACLEDE,,,,,SUNDAY,2019/06/17 00:29:00+00,2029,8PM,2,2,MOTOR VEHICLE,53,FEMALE,FALSE,TRUE,RAINING,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0150,,W,BROADWAY,,STATE,MAJOR ARTERIAL,0,,6TH,,,,,THURSDAY,2020/02/06 14:44:00+00,944,9AM,2,1,PEDESTRIAN,40,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,SOUTHERN,PKWY,METRO,MINOR ARTERIAL,0,,WOODLAWN,,,,,MONDAY,2019/08/12 07:59:00+00,359,3AM,1,1,MOTOR VEHICLE,20,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,E,KENTUCKY,ST,METRO,PRIMARY COLLECTOR,0,KY0061,JACKSON,,,,,TUESDAY,2020/04/07 21:10:00+00,1710,5PM,2,2,MOTOR VEHICLE,30,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,LACLEDE,,,,,SUNDAY,2019/06/17 00:29:00+00,2029,8PM,2,2,MOTOR VEHICLE,10,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,W,BROADWAY,,METRO,MAJOR ARTERIAL,0,,,,,,,TUESDAY,2019/08/13 21:01:00+00,1701,5PM,3,3,MOTOR VEHICLE,54,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,ORELL,,,,,SUNDAY,2019/09/29 21:16:00+00,1716,5PM,2,2,MOTOR VEHICLE,48,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
ST. MATTHEWS POLICE DEPARTMENT,KY1932,848,,BRECKENRIDGE,LN,STATE,MINOR ARTERIAL,0,,,,HILLSBORO,,ALTON,FRIDAY,2019/02/01 21:12:00+00,1612,4PM,1,1,MOTOR VEHICLE,69,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,LACLEDE,,,,,THURSDAY,2020/02/06 18:00:00+00,1300,1PM,2,2,MOTOR VEHICLE,41,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,CHAMBERLAIN,LN,METRO,PRIMARY COLLECTOR,0,KY1447,WESTPORT,,,,,SUNDAY,2019/06/17 03:51:00+00,2351,11PM,2,2,MOTOR VEHICLE,22,MALE,TRUE,FALSE,RAINING,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,,,,,,,TUESDAY,2020/04/08 03:01:00+00,2301,11PM,2,1,PEDESTRIAN,23,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,9501,,LAMBORNE,BLVD,METRO,LOCAL,0,,,,,,,TUESDAY,2019/08/14 01:10:00+00,2110,9PM,2,2,MOTORCYCLE,39,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,SUNDAY,2019/09/30 01:53:00+00,2153,9PM,2,1,PEDESTRIAN,61,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0150,,E,BROADWAY,,STATE,MAJOR ARTERIAL,0,,HANCOCK,,,,,SATURDAY,2019/02/02 07:58:00+00,258,2AM,2,2,MOTOR VEHICLE,23,MALE,FALSE,TRUE,FOG,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0150,,E,BROADWAY,,STATE,MAJOR ARTERIAL,0,,HANCOCK,,,,,SATURDAY,2019/02/02 07:58:00+00,258,2AM,2,2,MOTOR VEHICLE,45,MALE,FALSE,TRUE,FOG,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0022,4943,,BROWNSBORO,RD,PRIVATE,PARKING LOT,0,,,,,,,MONDAY,2019/06/17 17:22:00+00,1322,1PM,2,2,MOTOR VEHICLE,87,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MAJOR ARTERIAL,0,,WOODMORE,,,,,THURSDAY,2020/04/09 20:58:00+00,1658,4PM,2,2,MOTORCYCLE,30,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,9501,,LAMBORNE,BLVD,METRO,LOCAL,0,,,,,,,TUESDAY,2019/08/14 01:10:00+00,2110,9PM,2,2,MOTORCYCLE,46,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,GREENBELT,HWY,STATE,MAJOR ARTERIAL,0,,TRADE PORT,,,,,SUNDAY,2019/09/30 03:34:00+00,2334,11PM,2,1,MOTOR VEHICLE,22,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
SHIVELY POLICE DEPARTMENT,US0031W,4600B,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,SATURDAY,2019/02/03 00:47:00+00,1947,7PM,2,1,PEDESTRIAN,41,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
ST. MATTHEWS POLICE DEPARTMENT,KY1447,,,WESTPORT,RD,STATE,MINOR ARTERIAL,0,,FOUNTAIN,,,,,WEDNESDAY,2019/06/19 12:33:00+00,833,8AM,2,2,MOTOR VEHICLE,51,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,LACLEDE,,,,,THURSDAY,2020/02/06 18:00:00+00,1300,1PM,2,2,MOTOR VEHICLE,29,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1447,,,WESTPORT,RD,STATE,MINOR ARTERIAL,0,,TOWNE CENTER,,,,,SATURDAY,2019/02/03 04:34:00+00,2334,11PM,2,2,MOTOR VEHICLE,47,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,ST ANTHONY CHURCH,RD,METRO,PRIMARY COLLECTOR,0,,,,WHIPPERWILL,,WOODED RIDGE,THURSDAY,2020/04/09 20:58:00+00,1658,4PM,2,2,MOTORCYCLE,59,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,CURVE & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,GREENBELT,HWY,STATE,MAJOR ARTERIAL,0,,TRADE PORT,,,,,SUNDAY,2019/09/30 03:34:00+00,2334,11PM,2,1,MOTOR VEHICLE,22,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
SHIVELY POLICE DEPARTMENT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,LONEY,,ARGONNE,WEDNESDAY,2019/08/15 01:11:00+00,2111,9PM,1,1,MOTORCYCLE,26,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,OAKLAWN,,,,,FRIDAY,2020/02/08 00:23:00+00,1923,7PM,2,1,PEDESTRIAN,45,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,THURSDAY,2019/06/20 10:16:00+00,616,6AM,1,1,MOTORCYCLE,46,MALE,TRUE,FALSE,CLOUDY,OTHER,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,1336,S,28TH,ST,METRO,LOCAL,0,,,,DUMESNIL,,WOODLAND,SUNDAY,2019/02/03 06:48:00+00,148,1AM,2,1,PEDESTRIAN,33,MALE,TRUE,FALSE,CLOUDY,DRY,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,5240,,BARDSTOWN,RD,PRIVATE,PARKING LOT,0,,,,,,,FRIDAY,2020/04/10 08:14:00+00,414,4AM,2,1,PEDESTRIAN,19,FEMALE,TRUE,FALSE,CLEAR,DRY,TRUE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1447,,,WESTPORT,RD,STATE,MINOR ARTERIAL,0,,,KY1747,HURSTBOURNE,,CREEKSIDE,THURSDAY,2019/08/15 04:44:00+00,44,12AM,1,1,MOTOR SCOOTER,47,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,0,,POPLAR LEVEL,,,,,FRIDAY,2020/02/08 04:48:00+00,2348,11PM,2,1,PEDESTRIAN,43,MALE,FALSE,TRUE,CLEAR,DRY,TRUE,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
